id,name,date,tagline,description,minute,rating;;;
"1000916,Passengers,2016,There is a reason they woke up.,""A spacecraft traveling to a distant colony planet and transporting thousands of people has a malfunction in its sleep chambers. As a result, two passengers are awakened 90 years early."",116,2.78";;;
"1000917,Over the Garden Wall,2014,Will you take a peek?,""Two brothers, Wirt and Greg, find themselves lost in the Unknown";" a strange forest adrift in time. With the help of a wise old Woodsman and a foul-tempered bluebird named Beatrice, Wirt and Greg must travel across this strange land, in hope of finding their way home. Join them as they encounter surprises and obstacles on their journey through the wood."",109,4.61";;
"1000918,Crimes of the Future,2022,Enter the heart of darkness.,""As the human species adapts to a synthetic environment, the body undergoes new transformations and mutations. With his partner Caprice, celebrity performance artist Saul Tenser publicly showcases the metamorphosis of his organs in avant-garde performances. Timlin, an investigator from the National Organ Registry, obsessively tracks their movements, which is when a mysterious group is revealed. Their mission �?? to use Saul�??s notoriety to shed light on the next phase of human evolution."",107,3.29";;;
"1000919,Battle Royale,2000,Could you kill your best friend?,""In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary """"Battle Royale"""" act."",122,3.86";;;
"1000920,X2,2003,The time has come for those who are different to stand united.,""Professor Charles Xavier and his team of genetically gifted superheroes face a rising tide of anti-mutant sentiment led by Col. William Stryker. Storm, Wolverine and Jean Grey must join their usual nemeses�??Magneto and Mystique�??to unhinge Stryker's scheme to exterminate all mutants."",133,3.41";;;
"1000921,Night of the Living Dead,1968,""If it doesn't scare you, you're already dead!"",A group of people try to survive an attack of bloodthirsty zombies while trapped in a rural Pennsylvania farmhouse.,96,3.97";;;
"1000922,The Tragedy of Macbeth,2021,,""Macbeth, the Thane of Glamis, receives a prophecy from a trio of witches that one day he will become King of Scotland. Consumed by ambition and spurred to action by his wife, Macbeth murders his king and takes the throne for himself."",105,3.77";;;
"1000923,Saw II,2005,Oh Yes... There Will Be Blood.,""When a new murder victim is discovered with all the signs of Jigsaw's hand, Detective Eric Matthews begins a full investigation and apprehends Jigsaw with little effort. But for Jigsaw, getting caught is just another part of his plan. Eight more of his victims are already fighting for their lives and now it's time for Matthews to join the game."",93,3.13";;;
1000924,L.A. Confidential,1997,Everything is suspect... Everyone is for sale... And nothing is what it seems.,Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.,138,4.07;;;
"1000925,""Are You There God? It's Me, Margaret."",2023,Discovering who you are is a journey that lasts a lifetime.,""When her family moves from the city to the suburbs, 11-year-old Margaret navigates new friends, feelings, and the beginning of adolescence."",107,3.81";;;
"1000926,Crimson Peak,2015,Love makes monsters of us all.,""In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds�?� and remembers."",119,3.33";;;
"1000927,Totally Killer,2023,Murder is so 1987.,""When the infamous """"Sweet Sixteen Killer"""" returns 35 years after his first murder spree to claim another victim, 17-year-old Jamie accidentally travels back in time to 1987, determined to stop the killer before he can start."",105,3.12";;;
1000928,BEEF,2023,Revenge is best served raw.,A road rage incident between two strangers �?? a failing contractor and an unfulfilled entrepreneur �?? sparks a feud that brings out their darkest impulses.,351,4.25;;;
"1000929,American Sniper,2014,The most lethal sniper in U.S. history.,""U.S. Navy SEAL Chris Kyle takes his sole mission�??protect his comrades�??to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind."",133,3.28";;;
"1000930,Blue Beetle,2023,Jaime Reyes is a superhero whether he likes it or not.,""Recent college grad Jaime Reyes returns home full of aspirations for his future, only to find that home is not quite as he left it. As he searches to find his purpose in the world, fate intervenes when Jaime unexpectedly finds himself in possession of an ancient relic of alien biotechnology: the Scarab."",128,2.97";;;
"1000931,The Aviator,2004,""For some men, the sky was the limit. For him, it was just the beginning."",""A biopic depicting the life of filmmaker and aviation pioneer Howard Hughes from 1927 to 1947, during which time he became a successful film producer and an aviation magnate, while simultaneously growing more unstable due to severe obsessive-compulsive disorder."",170,3.74";;;
"1000932,The Falcon and the Winter Soldier,2021,Honor the shield.,""Following the events of �??Avengers: Endgame�?�, the Falcon, Sam Wilson and the Winter Soldier, Bucky Barnes team up in a global adventure that tests their abilities, and their patience."",300,3.15";;;
"1000933,Life of Brian,1979,He wasn't the messiah. He was a very naughty boy.,""Brian Cohen is an average young Jewish man, but through a series of ridiculous events, he gains a reputation as the Messiah. When he's not dodging his followers or being scolded by his shrill mother, the hapless Brian has to contend with the pompous Pontius Pilate and acronym-obsessed members of a separatist movement. Rife with Monty Python's signature absurdity, the tale finds Brian's life paralleling Biblical lore, albeit with many more laughs."",94,3.97";;;
1000934,Mank,2020,,1930s Hollywood is reevaluated through the eyes of scathing social critic and alcoholic screenwriter Herman J. Mankiewicz as he races to finish the screenplay of Citizen Kane.,132,3.31;;;
"1000935,King Richard,2021,""Venus, Serena and a plan for greatness."",""Richard Williams serves as a coach to his daughters Venus and Serena, who will soon become two of the most legendary tennis players in history."",144,3.68";;;
"1000936,Moon,2009,The last place you'd ever expect to find yourself.,""With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone."",97,3.87";;;
"1000937,Breathless,1960,,""A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he attempts to persuade a girl to run away to Italy with him."",90,3.93";;;
"1000938,The Piano Teacher,2001,Perversion at its wicked best!,""Erika Kohut, a sexually repressed piano teacher living with her domineering mother, meets a young man who starts romantically pursuing her."",131,4.1";;;
"1000939,Inherent Vice,2014,""Under the paving stones, the beach!"",""In Los Angeles at the turn of the 1970s, drug-fueled detective Larry """"Doc"""" Sportello investigates the disappearance of an ex-girlfriend."",149,3.62";;;
"1000940,Snow White and the Seven Dwarfs,1937,""The Happiest, Dopiest, Grumpiest, Sneeziest movie of the year."",""A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as """"the fairest in the land,"""" and Snow White's beauty surpasses her own."",83,3.43";;;
1000941,The Guilty,2021,Listen carefully.,A demoted police officer assigned to a call dispatch desk is conflicted when he receives an emergency phone call from a kidnapped woman.,91,2.86;;;
1000942,Solaris,1972,,A psychologist is sent to a space station orbiting a planet called Solaris to investigate the death of a doctor and the mental problems of cosmonauts on the station. He soon discovers that the water on the planet is a type of brain which brings out repressed memories and obsessions.,167,4.25;;;
"1000943,The Descent,2005,Scream your last breath.,""After a tragic accident, six friends reunite for a caving expedition. Their adventure soon goes horribly wrong when a collapse traps them deep underground and they find themselves pursued by bloodthirsty creatures. As their friendships deteriorate, they find themselves in a desperate struggle to survive the creatures and each other."",99,3.61";;;
1000944,Sausage Party,2016,Always use condiments,Frank leads a group of supermarket products on a quest to discover the truth about their existence and what really happens when they become chosen to leave the grocery store.,89,2.28;;;
1000945,Nosferatu,1922,A symphony of horror,Vampire Count Orlok is interested in a new residence and in his real estate agent�??s young wife. F.�?�W. Murnau�??s unauthorized adaptation of Bram Stoker�??s �??Dracula.�?�,94,3.89;;;
"1000946,Grown Ups,2010,Boys will be boys. . . some longer than others.,""After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend."",102,2.88";;;
"1000947,The 400 Blows,1959,Angel faces hell-bent for violence.,""For young Parisian boy Antoine Doinel, life is one difficult situation after another. Surrounded by inconsiderate adults, including his neglectful parents, Antoine spends his days with his best friend, Rene, trying to plan for a better life. When one of their schemes goes awry, Antoine ends up in trouble with the law, leading to even more conflicts with unsympathetic authority figures."",99,4.32";;;
"1000948,Some Like It Hot,1959,Marilyn Monroe and her bosom companions... Tony Curtis... Jack Lemmon...,""Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an all-girl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor."",122,4.24";;;
"1000949,Million Dollar Baby,2004,""Beyond his silence, there is a past. Beyond her dreams, there is a feeling. Beyond hope, there is a memory. Beyond their journey, there is a love."",""Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her."",132,3.96";;;
"1000950,Twin Peaks: Fire Walk with Me,1992,Meet Laura Palmer... In a town where nothing is as it seems... And everyone has something to hide.,""In the questionable town of Deer Meadow, Washington, FBI Agent Desmond inexplicably disappears while hunting for the man who murdered a teen girl. The killer is never apprehended, and, after experiencing dark visions and supernatural encounters, Agent Dale Cooper chillingly predicts that the culprit will claim another life. Meanwhile, in the more cozy town of Twin Peaks, hedonistic beauty Laura Palmer hangs with lowlifes and seems destined for a grisly fate."",135,4.16";;;
"1000951,Halloween Kills,2021,Evil dies tonight.,""The nightmare isn't over as unstoppable killer Michael Myers escapes from Laurie Strode's trap to continue his ritual bloodbath. Injured and taken to the hospital, Laurie fights through the pain as she inspires residents of Haddonfield, Ill., to rise up against Myers. Taking matters into their own hands, the Strode women and other survivors form a vigilante mob to hunt down Michael and end his reign of terror once and for all."",105,2.42";;;
1000952,Hustlers,2019,,A crew of savvy former strip club employees band together to turn the tables on their Wall Street clients.,110,3.31;;;
"1000953,Fantastic Beasts: The Secrets of Dumbledore,2022,Return to the magic.,""In an effort to thwart Grindelwald's plans of raising pure-blood wizards to rule over all non-magical beings, Albus Dumbledore enlists his former student Newt Scamander, who agrees to help, though he's unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided wizarding world."",142,2.51";;;
"1000954,Ocean's Twelve,2004,Twelve is the new eleven.,""Danny Ocean reunites with his old flame and the rest of his merry band of thieves in carrying out three huge heists in Rome, Paris and Amsterdam �?? but a Europol agent is hot on their heels."",125,3.27";;;
"1000955,Blue Is the Warmest Color,2013,Lover Just Know Love!,""Ad��le's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire, to assert herself as a woman and as an adult. In front of others, Adele grows, seeks herself, loses herself, finds herself."",180,3.31";;;
"1000956,Spree,2020,Boom in his numbers.,""Kurt Kunkle, a rideshare driver thirsty for followers, has figured out a deadly plan to go viral. As his disturbing livestream is absurdly embraced by the social media hellscape, a comedienne emerges as the only hope to stop this rampage."",93,3.1";;;
1000957,Yi Yi,2000,,Each member of a family in Taipei asks hard questions about life's meaning as they live through everyday quandaries.,173,4.53;;;
"1000958,Hustle,2022,Are you obsessed with this game?,""After discovering a once-in-a-lifetime player with a rocky past abroad, a down on his luck basketball scout takes it upon himself to bring the phenom to the States without his team's approval. Against the odds, they have one final shot to prove they have what it takes to make it in the NBA."",117,3.54";;;
"1000959,Silence,2016,Pray with your eyes open,""Two Jesuit priests travel to seventeenth century Japan which has, under the Tokugawa shogunate, banned Catholicism and almost all foreign contact."",161,3.95";;;
"1000960,Poltergeist,1982,They're here,""Steve Freeling lives with his wife, Diane, and their three children, Dana, Robbie, and Carol Anne, in Southern California where he sells houses for the company that built the neighborhood. It starts with just a few odd occurrences, such as broken dishes and furniture moving around by itself. However, when he realizes that something truly evil haunts his home, Steve calls in a team of parapsychologists led by Dr. Lesh to help before it's too late."",114,3.52";;;
1000961,Hell or High Water,2016,Blood always follows money.,A divorced dad and his ex-con brother resort to a desperate scheme in order to save their family's farm in West Texas.,102,3.92;;;
"1000962,Pirates of the Caribbean: Dead Men Tell No Tales,2017,All pirates must die.,""Thrust into an all-new adventure, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of survival lies in seeking out the legendary Trident of Poseidon, but to find it, he must forge an uneasy alliance with a brilliant and beautiful astronomer and a headstrong young man in the British navy."",128,2.6";;;
"1000963,Evil Dead,2013,The most terrifying film you will ever experience.,""Mia, a young woman struggling with sobriety, heads to a remote cabin with a group of friends where the discovery of a Book of the Dead unwittingly summon up dormant demons which possess the youngsters one-by-one."",91,3.36";;;
"1000964,Blonde,2022,""Watched by all, seen by none."",""From her volatile childhood as Norma Jeane, through her rise to stardom and romantic entanglements, this reimagined fictional portrait of Hollywood legend Marilyn Monroe blurs the lines of fact and fiction to explore the widening split between her public and private selves."",167,2.04";;;
"1000965,The SpongeBob SquarePants Movie,2004,Bigger. Better. More absorbent.,""There's trouble brewing in Bikini Bottom. Someone has stolen King Neptune's crown, and it looks like Mr. Krab, SpongeBob's boss, is the culprit. Though he's just been passed over for the promotion of his dreams, SpongeBob stands by his boss, and along with his best pal Patrick, sets out on a treacherous mission to Shell City to reclaim the crown and save Mr. Krab's life."",87,3.84";;;
"1000966,Space Jam,1996,Get ready to jam.,""Swackhammer, an evil alien theme park owner, needs a new attraction at Moron Mountain. When his gang, the Nerdlucks, heads to Earth to kidnap Bugs Bunny and the Looney Tunes, Bugs challenges them to a basketball game to determine their fate. The aliens agree, but they steal the powers of NBA basketball players, including Larry Bird and Charles Barkley -- so Bugs gets some help from superstar Michael Jordan."",88,3.23";;;
"1000967,Chef,2014,Starting from scratch never tasted so good.,""When Chef Carl Casper suddenly quits his job at a prominent Los Angeles restaurant after refusing to compromise his creative integrity for its controlling owner, he is left to figure out what's next. Finding himself in Miami, he teams up with his ex-wife, his friend and his son to launch a food truck. Taking to the road, Chef Carl goes back to his roots to reignite his passion for the kitchen -- and zest for life and love."",114,3.68";;;
"1000968,True Grit,2010,Punishment Comes One Way or Another.,""Following the murder of her father by a hired hand, a 14-year-old farm girl sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find�??a man with 'true grit'�??Reuben J. 'Rooster' Cogburn."",110,3.81";;;
"1000969,Chicago,2002,""If you can't be famous, be infamous."",Murderesses Velma Kelly and Roxie Hart find themselves on death row together and fight for the fame that will keep them from the gallows in 1920s Chicago.,113,3.87";;;
"1000970,Brazil,1985,It's only a state of mind.,""Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies."",143,4.1";;;
"1000971,Final Destination,2000,No accidents. No coincidences. No escapes. You can't cheat death.,""After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one."",98,3.13";;;
"1000972,What's Eating Gilbert Grape,1993,Life is a terrible thing to sleep through.,""Gilbert Grape is a small-town young man with a lot of responsibility. Chief among his concerns are his mother, who is so overweight that she can't leave the house, and his mentally impaired younger brother, Arnie, who has a knack for finding trouble. Settled into a job at a grocery store and an ongoing affair with local woman Betty Carver, Gilbert finally has his life shaken up by the free-spirited Becky."",118,3.8";;;
"1000973,Creep,2014,Tubby time!,""Looking for work, Aaron comes across a cryptic online ad: �??$1,000 for the day. Filming service. Discretion is appreciated.�?� Low on cash and full of naivetǸ, he decides to go for it. He drives to a cabin in a remote mountain town where he meets Josef, his cinematic subject for the day. Josef is sincere and the project seems heartfelt, so Aaron begins to film. But as the day goes on, it becomes clear that Josef is not who he says, and his intentions are not at all pure."",82,3.34";;;
"1000974,Happy Together,1997,,""A couple take a trip to Argentina in search of a new beginning, but instead find themselves drifting ever further apart."",96,4.22";;;
"1000975,Lion,2016,The search begins,""A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia";" 25 years later, he sets out to find his lost family."",118,3.87";;
"1000976,Fantastic Planet,1973,A sublime trip to a fine new world,""On the planet Ygam, the Draags, extremely technologically and spiritually advanced blue humanoids, consider the tiny Oms, human beings descendants of Terra's inhabitants, as ignorant animals. Those who live in slavery are treated as simple pets and used to entertain Draag children";" those who live hidden in the hostile wilderness of the planet are periodically hunted and ruthlessly slaughtered as if they were vermin."",72,4.01";;
"1000977,Mission: Impossible III,2006,The Mission Begins 05:05:06.,""Retired from active duty to train new IMF agents, Ethan Hunt is called back into action to confront sadistic arms dealer, Owen Davian. Hunt must try to protect his girlfriend while working with his new team to complete the mission."",126,3.34";;;
"1000978,Alice in Wonderland,1951,A world of wonders in One Great Picture,""On a golden afternoon, young Alice follows a White Rabbit, who disappears down a nearby rabbit hole. Quickly following him, she tumbles into the burrow - and enters the merry, topsy-turvy world of Wonderland! Memorable songs and whimsical escapades highlight Alice's journey, which culminates in a madcap encounter with the Queen of Hearts - and her army of playing cards!"",75,3.73";;;
"1000979,The Ring,2002,""Before you die, you see"",""It sounded like just another urban legend: A videotape filled with nightmarish images, leading to a phone call foretelling the viewer's death in exactly seven days. As a newspaper reporter, Rachel Keller was naturally skeptical of the story, until four teenagers all met with mysterious deaths exactly one week after watching just such a tape. Allowing her investigative curiosity to get the better of her, Rachel tracks down the video... and watches it. Now she has just seven days to unravel the mystery of the Ring."",115,3.32";;;
"1000980,Belfast,2021,Our memories make us.,""Buddy is a young boy on the cusp of adolescence, whose life is filled with familial love, childhood hijinks, and a blossoming romance. Yet, with his beloved hometown caught up in increasing turmoil, his family faces a momentous choice: hope the conflict will pass or leave everything they know behind for a new life."",98,3.47";;;
"1000981,Sin City,2005,Walk down the right back alley in Sin City and you can find anything...,""Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it dark�?� Hard-boiled. Then there are those who call it home �?? Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care."",124,3.67";;;
"1000982,The Host,2006,Monsters are real.,""Following the dumping of gallons of toxic waste in the river, a giant mutated squid-like creature appears and begins attacking the populace. Gang-du's daughter Hyun-seo is snatched up by the creature";" with his family to assist him, he sets off to find her."",120,3.76";;
"1000983,The Marvels,2023,Higher. Further. Faster. Together.,""Carol Danvers, aka Captain Marvel, has reclaimed her identity from the tyrannical Kree and taken revenge on the Supreme Intelligence. But unintended consequences see Carol shouldering the burden of a destabilized universe. When her duties send her to an anomalous wormhole linked to a Kree revolutionary, her powers become entangled with that of Jersey City super-fan Kamala Khan, aka Ms. Marvel, and Carol�??s estranged niece, now S.A.B.E.R. astronaut Captain Monica Rambeau. Together, this unlikely trio must team up and learn to work in concert to save the universe."",105,2.78";;;
"1000984,The Wolverine,2013,""When he's most vulnerable, he's most dangerous."",""Wolverine faces his ultimate nemesis - and tests of his physical, emotional, and mortal limits - in a life-changing voyage to modern-day Japan."",126,2.94";;;
1000985,127 Hours,2010,There is no force more powerful than the will to live.,The true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in Utah.,94,3.49;;;
"1000986,Fear Street: 1666,2021,End the curse.,""In 1666, a colonial town is gripped by a hysterical witch-hunt that has deadly consequences for centuries to come, and it's up to teenagers in 1994 to finally put an end to their town's curse, before it's too late."",114,3.29";;;
"1000987,Gran Torino,2008,Ever come across somebody you shouldn't have messed with?,""Widower Walt Kowalski is a grumpy, prejudiced, tough-minded, unhappy, old, Korean War veteran who can't get along with either his kids or his neighbours. His prize possession is a 1972 Gran Torino he keeps in mint condition. When his neighbour, Thao�??a young Hmong teenager under pressure from his gang member cousin�??tries to steal his Gran Torino, Walt sets out to reform the youth and takes steps to protect Thao and his family from the gangs that infest their neighborhood."",116,3.78";;;
"1000988,They Live,1988,You see them on the street. You watch them on TV. You might even vote for one this fall. You think they're people just like you. You're wrong. Dead wrong.,""Nada, a wanderer without meaning in his life, discovers a pair of sunglasses capable of showing the world the way it truly is. As he walks the streets of Los Angeles, Nada notices that both the media and the government are comprised of subliminal messages meant to keep the population subdued, and that most of the social elite are skull-faced aliens bent on world domination. With this shocking discovery, Nada fights to free humanity from the mind-controlling aliens."",94,3.77";;;
"1000989,Now You See Me 2,2016,You Haven't Seen Anything Yet,""One year after outwitting the FBI and winning the public�??s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet."",129,2.91";;;
1000990,Waves,2019,Love is patient,A controlling father�??s attempts to ensure that his two children succeed in high school backfire after his son experiences a career-ending sports injury. Their familial bonds are eventually placed under severe strain by an unexpected tragedy.,135,3.84;;;
"1000991,The Bourne Identity,2002,He was the perfect weapon until he became the target.,""Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy�??but who does he work for?"",119,3.72";;;
"1000992,Cloverfield,2008,Some Thing Has Found Us,""Five young New Yorkers throw their friend a going-away party the night that a monster the size of a skyscraper descends upon the city. Told from the point of view of their video camera, the film is a document of their attempt to survive the most surreal, horrifying event of their lives."",85,3.37";;;
"1000993,Mystic River,2003,""We bury our sins, we wash them clean."",The lives of three men who were childhood friends are shattered when one of them has a family tragedy.,138,3.83";;;
"1000994,Audition,1999,She always gets a part,""Seven years after the death of his wife, company executive Aoyama is invited to sit in on auditions for an actress. Leafing through the resumǸs in advance, his eye is caught by Yamazaki Asami, a striking young woman with ballet training."",115,3.83";;;
"1000995,The Interview,2014,The Film Hackers Tried To Get Banned,""Dave Skylark and his producer Aaron Rapaport run the celebrity tabloid show """"Skylark Tonight"""". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission."",113,2.92";;;
"1000996,Alita: Battle Angel,2019,An angel falls. A warrior rises.,""When Alita awakens with no memory of who she is in a future world she does not recognize, she is taken in by Ido, a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past."",122,3.18";;;
"1000997,Black Mirror: Bandersnatch,2018,Be right back,""In 1984, a young programmer begins to question reality as he adapts a dark fantasy novel into a video game. A mind-bending tale with multiple endings."",90,3.23";;;
"1000998,Labyrinth,1986,Where everything seems possible and nothing is what it seems.,""When teen Sarah is forced to babysit her half-brother Toby, she summons Jareth the Goblin King to take him away. When he is actually kidnapped, Sarah is given just thirteen hours to solve a labyrinth and rescue him."",102,3.67";;;
"1000999,The Hangover Part II,2011,The Wolfpack Is Back,""The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group."",102,2.86";;;
1001000,All Too Well: The Short Film,2021,,Short film featuring the extended version of the song �??All Too Well�?� by Taylor Swift. A troubled couple's romance blossoms before it eventually falls apart.,15,4.16;;;
"1001001,Paterson,2016,""If you ever left me, I'd tear my heart out and never put it back"",""A week in the life of Paterson, a poet bus driver, and his wife Laura, a very creative artist, who live in Paterson, New Jersey, hometown of many famous poets and artists."",118,3.9";;;
"1001002,Bridge to Terabithia,2007,""Close your eyes, but keep your mind wide open."",""Jesse Aarons trained all summer to become the fastest runner in school, so he's very upset when newcomer Leslie Burke outruns him and everyone else. Despite this and other differences, including that she's rich, he's poor, and she's a city girl, he's a country boy, the two become fast friends. Together, they create Terabithia, a land of monsters, trolls, ogres, and giants and rule as king and queen."",96,3.55";;;
"1001003,Hotel Transylvania,2012,Even monsters need a vacation,""Welcome to Hotel Transylvania, Dracula's lavish five-stake resort, where monsters and their families can live it up and no humans are allowed. One special weekend, Dracula has invited all his best friends to celebrate his beloved daughter Mavis's 118th birthday. For Dracula catering to all of these legendary monsters is no problem but the party really starts when one ordinary guy stumbles into the hotel and changes everything!"",91,3.2";;;
"1001004,Shark Tale,2004,Behind every little fish is a great white lie.,""Oscar is a small fish whose big aspirations often get him into trouble. Meanwhile, Lenny is a great white shark with a surprising secret that no sea creature would guess: He's a vegetarian. When a lie turns Oscar into an improbable hero and Lenny becomes an outcast, the two form an unlikely friendship."",90,2.8";;;
1001005,Sleepy Hollow,1999,Heads will roll,New York detective Ichabod Crane is sent to Sleepy Hollow to investigate a series of mysterious deaths in which the victims are found beheaded. But the locals believe the culprit to be none other than the ghost of the legendary Headless Horseman.,105,3.47;;;
"1001006,Me and Earl and the Dying Girl,2015,A Little Friendship Never Killed Anyone.,""Greg is coasting through senior year of high school as anonymously as possible, avoiding social interactions like the plague while secretly making spirited, bizarre films with Earl, his only friend. But both his anonymity and friendship threaten to unravel when his mother forces him to befriend a classmate with leukemia."",105,3.81";;;
"1001007,Shrek Forever After,2010,It ain't Ogre... Til it's Ogre,""A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Away�??where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met�??he sets out to restore his world and reclaim his true love."",93,2.82";;;
"1001008,Amsterdam,2022,""Let the love, murder and conspiracy begin."",""In the 1930s, three friends�??a doctor, a nurse, and an attorney�??witness a murder, become suspects themselves and uncover one of the most outrageous plots in North American history."",134,2.53";;;
"1001009,Rashomon,1950,""The husband, the wife�?� or the bandit?"",""Brimming with action while incisively examining the nature of truth, """"Rashomon"""" is perhaps the finest film ever to investigate the philosophy of justice. Through an ingenious use of camera and flashbacks, Kurosawa reveals the complexities of human nature as four people recount different versions of the story of a man's murder and the rape of his wife."",88,4.23";;;
"1001010,Mission: Impossible II,2000,Expect the impossible again.,""With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunges him into the center of an international crisis of terrifying magnitude."",123,2.6";;;
1001011,Insomnia,2002,A tough cop. A brilliant killer. An unspeakable crime.,Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.,118,3.52;;;
"1001012,The Love Witch,2016,She loved men... to death,""Elaine, a beautiful young witch, is determined to find a man to love her. In her gothic Victorian apartment she makes spells and potions, and then picks up men and seduces them. However her spells work too well, and she ends up with a string of hapless victims. When she finally meets the man of her dreams, her desperation to be loved will drive her to the brink of insanity and murder."",121,3.5";;;
"1001013,Bolt,2008,Fully Awesome. Ridonculous. Let It Begin.,""Bolt is the star of the biggest show in Hollywood. The only problem is, he thinks it's real. After he's accidentally shipped to New York City and separated from Penny, his beloved co-star and owner, Bolt must harness all his """"super powers"""" to find a way home."",98,3.04";;;
"1001014,Jumanji: The Next Level,2019,,""As the gang return to Jumanji to rescue one of their own, they discover that nothing is as they expect. The players will have to brave parts unknown and unexplored in order to escape the world�??s most dangerous game."",123,2.86";;;
"1001015,Coherence,2013,Nothing is random.,""On the night of an astronomical anomaly, eight friends at a dinner party experience a troubling chain of reality bending events."",89,3.76";;;
"1001016,Close Encounters of the Third Kind,1977,We are not alone,""After an encounter with UFOs, a line worker feels undeniably drawn to an isolated area in the wilderness where something spectacular is about to happen."",135,3.84";;;
"1001017,White Noise,2022,You can�??t hear it if it�??s everywhere.,""Jack Gladney, professor of Hitler studies at The-College-on-the-Hill, husband to Babette, and father to four children/stepchildren, is torn asunder by a chemical spill from a rail car that releases an �??Airborne Toxic Event�?�, forcing Jack to confront his biggest fear �?? his own mortality."",136,2.99";;;
"1001018,Godzilla: King of the Monsters,2019,Long live the king.,""Follows the heroic efforts of the crypto-zoological agency Monarch as its members face off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah. When these ancient super-species - thought to be mere myths - rise again, they all vie for supremacy, leaving humanity's very existence hanging in the balance."",132,2.77";;;
