id,theme
1001042,Crude humor and satire
1001042,Epic heroes
1001042,Survival horror and zombie carnage
"1001043,""Religious faith, sin, and forgiveness"""
1001043,Tragic sadness and captivating beauty
1001043,Powerful poetic and passionate drama
1001043,Emotional and touching family dramas
1001043,Faith and religion
1001043,Moving relationship stories
1001043,Politics and human rights
1001043,Heartbreaking and moving family drama
1001044,Intriguing and suspenseful murder mysteries
1001044,Noir and dark crime dramas
1001044,Twisted dark psychological thriller
"1001044,""Gripping, intense violent crime"""
1001044,Intense violence and sexual transgression
1001044,Thrillers and murder mysteries
1001044,Suspenseful crime thrillers
1001045,Westerns
1001045,Wild west outlaws and gunfights
1001045,Western frontier dramas with a touch of humor
1001045,Historical battles and epic heroism
1001046,Amusing jokes and witty satire
1001046,Catchy songs and hilarious musical comedy
1001046,Laugh-out-loud relationship entanglements
"1001046,""Gags, jokes, and slapstick humor"""
1001046,Relationship comedy
1001046,Crude humor and satire
1001046,Funny jokes and crude humor
1001047,Heartbreaking and moving family drama
"1001047,""Gripping, intense violent crime"""
1001047,Enduring stories of family and marital drama
1001047,Noir and dark crime dramas
1001047,Intense violence and sexual transgression
1001047,Moving relationship stories
1001047,Thrillers and murder mysteries
1001047,Suspenseful crime thrillers
1001048,Epic history and literature
1001048,Captivating vision and Shakespearean drama
1001048,Historical battles and epic heroism
1001048,Lavish dramas and sumptuous royalty
1001048,Military combat and heroic soldiers
1001048,Intense combat and martial arts
1001049,Action comedy and silly heroics
1001049,Fairy-tale fantasy and enchanted magic
1001049,Adorable animals and heartwarming families
1001049,Kids' animated fun and adventure
1001049,Crude humor and satire
1001049,Holiday joy and heartwarming Christmas
"1001050,""Horror, the undead and monster classics"""
"1001050,""Monsters, aliens, sci-fi and the apocalypse"""
1001050,Survival horror and zombie carnage
"1001050,""Terrifying, haunted, and supernatural horror"""
"1001050,""Gory, gruesome, and slasher horror"""
1001050,Extreme gory horror and cannibalism
"1001050,""Sci-fi horror, creatures, and aliens"""
1001051,Tragic sadness and captivating beauty
1001051,Historical battles and epic heroism
1001051,Emotional and captivating fantasy storytelling
1001051,Heartbreaking and moving family drama
1001051,Epic history and literature
1001051,Moving relationship stories
1001051,Humanity and the world around us
1001051,Surreal and thought-provoking visions of life and death
"1001052,""Creepy, chilling, and terrifying horror"""
"1001052,""Religious faith, sin, and forgiveness"""
1001052,Faith and spiritual journeys
1001052,Gothic and eerie haunting horror
1001052,Intense violence and sexual transgression
"1001052,""Horror, the undead and monster classics"""
1001052,Faith and religion
"1001052,""Terrifying, haunted, and supernatural horror"""
1001053,Suspenseful crime thrillers
"1001053,""Terrifying, haunted, and supernatural horror"""
"1001053,""Brutal, violent prison drama"""
"1001053,""Gripping, intense violent crime"""
"1001053,""Horror, the undead and monster classics"""
1001053,Thrillers and murder mysteries
1001053,Intense violence and sexual transgression
1001053,Graphic violence and brutal revenge
"1001054,""Gags, jokes, and slapstick humor"""
1001054,Crude humor and satire
1001054,Relationship comedy
1001054,Laugh-out-loud relationship entanglements
1001054,Action comedy and silly heroics
1001054,Catchy songs and hilarious musical comedy
1001054,Western frontier dramas with a touch of humor
1001055,Charming romances and delightful chemistry
1001055,Funny jokes and crude humor
1001055,Catchy songs and hilarious musical comedy
1001055,Relationship comedy
1001055,Laugh-out-loud relationship entanglements
1001055,Crude humor and satire
1001055,Holiday joy and heartwarming Christmas
1001056,Relationship comedy
1001056,Crude humor and satire
1001056,Song and dance
1001056,Underdogs and coming of age
1001056,Laugh-out-loud relationship entanglements
1001056,Teen school antics and laughter
1001056,Catchy songs and hilarious musical comedy
1001056,Emotional LGBTQ relationships
1001056,Charming romances and delightful chemistry
1001057,Holiday joy and heartwarming Christmas
"1001057,""Religious faith, sin, and forgiveness"""
1001057,Fairy-tale fantasy and enchanted magic
1001057,Historical battles and epic heroism
1001057,Epic history and literature
1001057,Faith and religion
1001057,Faith and spiritual journeys
1001058,High speed and special ops
1001058,Epic heroes
1001058,Explosive and action-packed heroes vs. villains
1001058,Exciting spy thrillers with tense intrigue
1001058,Adrenaline-fueled action and fast cars
1001058,Action comedy and silly heroics
1001058,Intense combat and martial arts
"1001059,""Gory, gruesome, and slasher horror"""
1001059,Extreme gory horror and cannibalism
1001059,Gothic and eerie haunting horror
1001059,Survival horror and zombie carnage
"1001059,""Horror, the undead and monster classics"""
"1001059,""Crime, drugs and gangsters"""
1001059,Westerns
1001059,Bloody vampire horror
1001060,Surreal and thought-provoking visions of life and death
1001060,Action-packed space and alien sagas
1001060,Humanity's odyssey: earth and beyond
1001060,Faith and religion
1001060,Imaginative space odysseys and alien encounters
1001060,Thought-provoking sci-fi action and future technology
"1001060,""Monsters, aliens, sci-fi and the apocalypse"""
1001061,Underdogs and coming of age
"1001061,""Crime, drugs and gangsters"""
1001061,Teen school antics and laughter
1001061,Teen friendship and coming-of-age
1001061,Emotional teen coming-of-age stories
1001061,Student coming-of-age challenges
1001061,Dance rhythms and catchy tunes
1001062,Sci-fi monster and dinosaur adventures
1001062,Explosive and action-packed heroes vs. villains
1001062,Thought-provoking sci-fi action and future technology
1001062,Epic heroes
1001062,Superheroes in action-packed battles with villains
"1001062,""Monsters, aliens, sci-fi and the apocalypse"""
1001062,Intense combat and martial arts
1001063,Gothic and eerie haunting horror
1001063,Suspenseful crime thrillers
1001063,Extreme gory horror and cannibalism
"1001063,""Gory, gruesome, and slasher horror"""
1001063,Thrillers and murder mysteries
1001063,Intense violence and sexual transgression
"1001063,""Horror, the undead and monster classics"""
1001063,Graphic violence and brutal revenge
1001064,Passion and romance
1001064,Emotional LGBTQ relationships
1001064,Challenging or sexual themes & twists
1001064,Emotional teen coming-of-age stories
1001064,Intense violence and sexual transgression
1001064,Relationship comedy
1001064,Moving relationship stories
1001064,Erotic relationships and desire
1001066,Thrillers and murder mysteries
1001066,Westerns
1001066,Suspenseful crime thrillers
1001066,Wild west outlaws and gunfights
1001066,Intense political and terrorist thrillers
1001066,Noir and dark crime dramas
"1001066,""Gripping, intense violent crime"""
1001067,Bravery in War
1001067,Military combat and heroic soldiers
1001067,Superheroes in action-packed battles with villains
1001067,Explosive and action-packed heroes vs. villains
1001067,Intense combat and martial arts
1001067,High speed and special ops
1001067,Epic heroes
1001068,Imaginative space odysseys and alien encounters
1001068,Dangerous technology and the apocalypse
"1001068,""Sci-fi horror, creatures, and aliens"""
1001068,Disastrous voyages and heroic survival
1001068,Epic heroes
"1001068,""Monsters, aliens, sci-fi and the apocalypse"""
1001068,Sci-fi monster and dinosaur adventures
"1001069,""Horror, the undead and monster classics"""
1001069,Bloody vampire horror
1001069,Gothic and eerie haunting horror
"1001069,""Creepy, chilling, and terrifying horror"""
"1001069,""Gory, gruesome, and slasher horror"""
1001069,Survival horror and zombie carnage
1001070,Suspenseful crime thrillers
1001070,Noir and dark crime dramas
1001070,Twisted dark psychological thriller
1001070,Explosive and action-packed heroes vs. villains
1001070,Heists and thrilling action
1001070,Intense violence and sexual transgression
"1001070,""Crime, drugs and gangsters"""
1001070,High speed and special ops
1001070,Thrillers and murder mysteries
"1001071,""Gory, gruesome, and slasher horror"""
"1001071,""Creepy, chilling, and terrifying horror"""
1001071,Gothic and eerie haunting horror
1001071,Survival horror and zombie carnage
1001071,Intense violence and sexual transgression
"1001071,""Horror, the undead and monster classics"""
"1001071,""Terrifying, haunted, and supernatural horror"""
"1001072,""Monsters, aliens, sci-fi and the apocalypse"""
"1001072,""Horror, the undead and monster classics"""
1001072,Imaginative space odysseys and alien encounters
1001072,Sci-fi monster and dinosaur adventures
"1001072,""Sci-fi horror, creatures, and aliens"""
1001072,Action-packed space and alien sagas
1001072,Thought-provoking sci-fi action and future technology
1001073,Emotional and touching family dramas
1001073,Inspiring sports underdog stories
"1001073,""Political drama, patriotism, and war"""
1001073,Underdog fighting and boxing stories
1001073,Underdogs and coming of age
1001073,Intense combat and martial arts
1001074,Epic history and literature
1001074,Fairy-tale fantasy and enchanted magic
1001074,Epic adventure and breathtaking battles
1001074,Adorable animals and heartwarming families
1001074,Lavish dramas and sumptuous royalty
1001074,Dazzling vocal performances and musicals
1001075,Holiday joy and heartwarming Christmas
1001075,Epic heroes
1001075,Fairy-tale fantasy and enchanted magic
1001075,Emotional and captivating fantasy storytelling
"1001075,""Fantasy adventure, heroism, and swordplay"""
1001075,Adorable animals and heartwarming families
1001076,Funny jokes and crude humor
1001076,Touching and sentimental family stories
1001076,Charming romances and delightful chemistry
1001076,Laugh-out-loud relationship entanglements
1001076,Relationship comedy
1001076,Quirky and endearing relationships
1001077,Catchy songs and hilarious musical comedy
1001077,Adorable animals and heartwarming families
1001077,Holiday joy and heartwarming Christmas
1001077,Crude humor and satire
1001077,Kids' animated fun and adventure
1001077,Relationship comedy
"1001077,""Spooky, scary comedy"""
1001078,Underdogs and coming of age
1001078,Moving relationship stories
1001078,Student coming-of-age challenges
1001078,Emotional teen coming-of-age stories
1001078,Emotional LGBTQ relationships
1001078,Teen school antics and laughter
1001078,Emotional and touching family dramas
1001079,Bloody vampire horror
1001079,Gothic and eerie haunting horror
"1001079,""Spooky, scary comedy"""
1001079,Survival horror and zombie carnage
"1001079,""Horror, the undead and monster classics"""
"1001079,""Gory, gruesome, and slasher horror"""
1001080,Powerful stories of heartbreak and suffering
1001080,Inspiring sports underdog stories
1001080,Emotional life of renowned artists
1001080,Dance rhythms and catchy tunes
1001080,Relationship comedy
1001080,Underdogs and coming of age
1001080,Song and dance
"1001080,""Engaging, intense crime and casino drama"""
1001081,Adorable animals and heartwarming families
1001081,Fairy-tale fantasy and enchanted magic
1001081,Holiday joy and heartwarming Christmas
1001081,Emotional and captivating fantasy storytelling
1001081,Kids' animated fun and adventure
1001082,Emotional and captivating fantasy storytelling
1001082,Fairy-tale fantasy and enchanted magic
1001082,Adorable animals and heartwarming families
1001082,Holiday joy and heartwarming Christmas
1001082,Humanity's odyssey: earth and beyond
1001083,Intriguing and suspenseful murder mysteries
1001083,Gritty crime and ruthless gangsters
1001083,Suspenseful crime thrillers
1001083,Noir and dark crime dramas
"1001083,""Crime, drugs and gangsters"""
1001083,Thrillers and murder mysteries
1001083,Heists and thrilling action
1001084,Humanity and the world around us
1001084,Moving relationship stories
1001084,Epic history and literature
1001084,Captivating relationships and charming romance
1001084,Emotional life of renowned artists
1001084,Surreal and thought-provoking visions of life and death
1001084,Lavish dramas and sumptuous royalty
1001084,Dazzling vocal performances and musicals
"1001085,""Dreamlike, quirky, and surreal storytelling"""
1001085,Teen school antics and laughter
1001085,Funny jokes and crude humor
1001085,Quirky and endearing relationships
1001085,Crude humor and satire
1001085,Relationship comedy
1001085,Erotic relationships and desire
1001086,Twisted dark psychological thriller
1001086,Humanity and the world around us
1001086,Adorable animals and heartwarming families
"1001086,""Terrifying, haunted, and supernatural horror"""
"1001086,""Horror, the undead and monster classics"""
1001086,Surreal and thought-provoking visions of life and death
1001086,Intense violence and sexual transgression
1001086,Gothic and eerie haunting horror
1001087,Epic heroes
1001087,Holiday joy and heartwarming Christmas
1001087,Intense combat and martial arts
1001087,Action comedy and silly heroics
"1001087,""Gory, gruesome, and slasher horror"""
1001087,Explosive and action-packed heroes vs. villains
"1001088,""Monsters, aliens, sci-fi and the apocalypse"""
1001088,Dangerous technology and the apocalypse
"1001088,""Politics, propaganda, and political documentaries"""
1001088,Imaginative space odysseys and alien encounters
1001088,Survival horror and zombie carnage
1001088,Intense political and terrorist thrillers
1001089,Intriguing and suspenseful murder mysteries
"1001089,""Politics, propaganda, and political documentaries"""
1001089,Historical battles and epic heroism
1001089,Faith and spiritual journeys
1001089,Faith and religion
"1001089,""Religious faith, sin, and forgiveness"""
1001090,Explosive and action-packed heroes vs. villains
1001090,Action-packed space and alien sagas
1001090,Imaginative space odysseys and alien encounters
1001090,Superheroes in action-packed battles with villains
1001090,Epic heroes
1001090,High speed and special ops
"1001090,""Monsters, aliens, sci-fi and the apocalypse"""
1001090,Thought-provoking sci-fi action and future technology
1001091,Song and dance
1001091,Faith and religion
1001091,Crude humor and satire
1001091,Catchy songs and hilarious musical comedy
1001091,Western frontier dramas with a touch of humor
1001091,Dazzling vocal performances and musicals
1001091,Faith and spiritual journeys
1001091,Amusing jokes and witty satire
1001092,Thought-provoking sci-fi action and future technology
1001092,Action-packed space and alien sagas
1001092,Dangerous technology and the apocalypse
1001092,Epic heroes
1001092,Imaginative space odysseys and alien encounters
"1001092,""Monsters, aliens, sci-fi and the apocalypse"""
1001092,Superheroes in action-packed battles with villains
1001093,Song and dance
1001093,Dazzling vocal performances and musicals
1001093,Holiday joy and heartwarming Christmas
1001093,Adorable animals and heartwarming families
1001093,Catchy songs and hilarious musical comedy
1001093,Kids' animated fun and adventure
"1001094,""Monsters, aliens, sci-fi and the apocalypse"""
1001094,Imaginative space odysseys and alien encounters
1001094,Action-packed space and alien sagas
1001094,Sci-fi monster and dinosaur adventures
1001094,Humanity's odyssey: earth and beyond
1001094,Thought-provoking sci-fi action and future technology
1001095,Laugh-out-loud relationship entanglements
1001095,Funny jokes and crude humor
1001095,Teen school antics and laughter
"1001095,""Gags, jokes, and slapstick humor"""
1001095,Crude humor and satire
1001095,Relationship comedy
1001095,Catchy songs and hilarious musical comedy
1001095,Underdogs and coming of age
1001096,Explosive and action-packed heroes vs. villains
1001096,Crude humor and satire
1001096,Epic heroes
1001096,High speed and special ops
1001096,Intense combat and martial arts
1001096,Action comedy and silly heroics
1001096,Adrenaline-fueled action and fast cars
"1001096,""Gags, jokes, and slapstick humor"""
"1001097,""Terrifying, haunted, and supernatural horror"""
1001097,Thought-provoking sci-fi action and future technology
1001097,Action-packed space and alien sagas
"1001097,""Monsters, aliens, sci-fi and the apocalypse"""
1001097,Imaginative space odysseys and alien encounters
"1001097,""Horror, the undead and monster classics"""
"1001097,""Sci-fi horror, creatures, and aliens"""
"1001098,""Terrifying, haunted, and supernatural horror"""
1001098,Intriguing and suspenseful murder mysteries
1001098,Suspenseful crime thrillers
1001098,Twisted dark psychological thriller
1001098,Gothic and eerie haunting horror
"1001098,""Horror, the undead and monster classics"""
1001098,Intense violence and sexual transgression
1001098,Thrillers and murder mysteries
1001099,Song and dance
1001099,Underdogs and coming of age
1001099,Dazzling vocal performances and musicals
1001099,Dance rhythms and catchy tunes
1001099,Catchy songs and hilarious musical comedy
1001099,Legendary musicians and stardom
1001099,Teen school antics and laughter
1001100,Survival horror and zombie carnage
"1001100,""Creepy, chilling, and terrifying horror"""
"1001100,""Gory, gruesome, and slasher horror"""
"1001100,""Horror, the undead and monster classics"""
"1001100,""Terrifying, haunted, and supernatural horror"""
1001100,Intense violence and sexual transgression
1001100,Gothic and eerie haunting horror
1001101,Catchy songs and hilarious musical comedy
1001101,Emotional life of renowned artists
1001101,Dance rhythms and catchy tunes
1001101,Legendary musicians and stardom
1001101,Dazzling vocal performances and musicals
1001101,Humanity and the world around us
1001101,Song and dance
1001102,Action-packed space and alien sagas
"1001102,""Sci-fi horror, creatures, and aliens"""
"1001102,""Terrifying, haunted, and supernatural horror"""
1001102,Gothic and eerie haunting horror
"1001102,""Horror, the undead and monster classics"""
"1001102,""Monsters, aliens, sci-fi and the apocalypse"""
1001102,Imaginative space odysseys and alien encounters
1001103,Relationship comedy
1001103,Moving relationship stories
1001103,Quirky and endearing relationships
1001103,Powerful stories of heartbreak and suffering
1001103,Laugh-out-loud relationship entanglements
1001103,Touching and sentimental family stories
1001103,Erotic relationships and desire
1001104,Explosive and action-packed heroes vs. villains
1001104,Action comedy and silly heroics
1001104,Superheroes in action-packed battles with villains
1001104,Intense combat and martial arts
1001104,Epic heroes
1001104,Holiday joy and heartwarming Christmas
1001105,Moving relationship stories
1001105,Humanity and the world around us
1001105,Thought-provoking sci-fi action and future technology
1001105,Humanity's odyssey: earth and beyond
1001105,Imaginative space odysseys and alien encounters
1001105,Surreal and thought-provoking visions of life and death
1001105,Heartbreaking and moving family drama
1001106,Western frontier dramas with a touch of humor
1001106,Inspiring sports underdog stories
1001106,Heists and thrilling action
"1001106,""Crime, drugs and gangsters"""
"1001106,""Gags, jokes, and slapstick humor"""
1001106,Adrenaline-fueled action and fast cars
1001106,Crude humor and satire
"1001107,""Gags, jokes, and slapstick humor"""
1001107,Laugh-out-loud relationship entanglements
1001107,Teen school antics and laughter
1001107,Quirky and endearing relationships
1001107,Funny jokes and crude humor
1001107,Crude humor and satire
1001107,Relationship comedy
1001107,Underdogs and coming of age
1001108,Disastrous voyages and heroic survival
1001108,Extreme gory horror and cannibalism
1001108,Epic adventure and breathtaking battles
"1001108,""Fantasy adventure, heroism, and swordplay"""
"1001108,""Monsters, aliens, sci-fi and the apocalypse"""
1001108,Epic heroes
1001108,Sci-fi monster and dinosaur adventures
"1001109,""Horror, the undead and monster classics"""
1001109,Gothic and eerie haunting horror
"1001109,""Creepy, chilling, and terrifying horror"""
1001109,Chilling experiments and classic monster horror
"1001109,""Terrifying, haunted, and supernatural horror"""
"1001109,""Gory, gruesome, and slasher horror"""
1001110,Intense combat and martial arts
1001110,Action comedy and silly heroics
1001110,Bravery in War
1001110,Explosive and action-packed heroes vs. villains
1001110,Epic heroes
1001110,Exciting spy thrillers with tense intrigue
1001110,High speed and special ops
1001111,Crude humor and satire
1001111,Kids' animated fun and adventure
1001111,Holiday joy and heartwarming Christmas
1001111,Adorable animals and heartwarming families
1001111,Fairy-tale fantasy and enchanted magic
1001111,Catchy songs and hilarious musical comedy
1001112,Erotic relationships and desire
1001112,Powerful poetic and passionate drama
1001112,Emotional life of renowned artists
1001112,Moving relationship stories
1001112,Captivating relationships and charming romance
1001112,Humanity and the world around us
1001112,Surreal and thought-provoking visions of life and death
1001113,Tragic sadness and captivating beauty
1001113,Historical battles and epic heroism
"1001113,""Fantasy adventure, heroism, and swordplay"""
1001113,Captivating vision and Shakespearean drama
1001113,Epic history and literature
1001113,Epic heroes
1001113,Intense combat and martial arts
1001114,War and historical adventure
1001114,Politics and human rights
1001114,Military combat and heroic soldiers
"1001114,""Politics, propaganda, and political documentaries"""
1001114,Bravery in War
1001114,Riveting political and presidential drama
1001114,Historical battles and epic heroism
1001115,Epic adventure and breathtaking battles
1001115,Kids' animated fun and adventure
1001115,Holiday joy and heartwarming Christmas
1001115,Fairy-tale fantasy and enchanted magic
1001115,Epic heroes
1001115,Adorable animals and heartwarming families
1001116,Emotional and captivating fantasy storytelling
1001116,Fairy-tale fantasy and enchanted magic
1001116,Holiday joy and heartwarming Christmas
1001116,Adorable animals and heartwarming families
1001116,Tragic sadness and captivating beauty
"1001117,""Creepy, chilling, and terrifying horror"""
1001117,Emotional life of renowned artists
1001117,Survival horror and zombie carnage
1001117,Gothic and eerie haunting horror
1001117,Humanity and the world around us
"1001117,""Horror, the undead and monster classics"""
1001117,Bloody vampire horror
1001118,Intense violence and sexual transgression
1001118,Thrillers and murder mysteries
"1001118,""Horror, the undead and monster classics"""
1001118,Gothic and eerie haunting horror
"1001118,""Gripping, intense violent crime"""
"1001118,""Terrifying, haunted, and supernatural horror"""
1001118,Suspenseful crime thrillers
1001118,Graphic violence and brutal revenge
1001119,Challenging or sexual themes & twists
"1001119,""Terrifying, haunted, and supernatural horror"""
1001119,Graphic violence and brutal revenge
1001119,Surreal and thought-provoking visions of life and death
1001119,Faith and religion
"1001119,""Horror, the undead and monster classics"""
1001119,Intense violence and sexual transgression
1001119,Gothic and eerie haunting horror
"1001120,""Gory, gruesome, and slasher horror"""
"1001120,""Creepy, chilling, and terrifying horror"""
1001120,Gothic and eerie haunting horror
1001120,Survival horror and zombie carnage
"1001120,""Monsters, aliens, sci-fi and the apocalypse"""
"1001120,""Horror, the undead and monster classics"""
"1001120,""Terrifying, haunted, and supernatural horror"""
1001121,High speed and special ops
1001121,Explosive and action-packed heroes vs. villains
1001121,Exciting spy thrillers with tense intrigue
1001121,Adrenaline-fueled action and fast cars
1001121,Intense combat and martial arts
1001121,Heists and thrilling action
1001122,Action comedy and silly heroics
1001122,Bravery in War
1001122,Explosive and action-packed heroes vs. villains
1001122,Adrenaline-fueled action and fast cars
1001122,War and historical adventure
1001122,High speed and special ops
1001122,Exciting spy thrillers with tense intrigue
1001123,Nazis and World War II
1001123,Noir and dark crime dramas
1001123,Chilling experiments and classic monster horror
1001123,Intriguing and suspenseful murder mysteries
1001123,Thrillers and murder mysteries
1001123,Intense violence and sexual transgression
"1001123,""Crime, drugs and gangsters"""
1001123,Suspenseful crime thrillers
1001124,Touching and sentimental family stories
1001124,Emotional and touching family dramas
1001124,Tragic sadness and captivating beauty
1001124,Passion and romance
1001124,Relationship comedy
1001124,Moving relationship stories
1001124,Heartbreaking and moving family drama
1001125,Song and dance
1001125,Dazzling vocal performances and musicals
1001125,Dance rhythms and catchy tunes
1001125,Catchy songs and hilarious musical comedy
1001125,Legendary musicians and stardom
1001125,Emotional life of renowned artists
1001126,Violent crime and drugs
1001126,Intense combat and martial arts
1001126,Gritty crime and ruthless gangsters
1001126,Heists and thrilling action
1001126,Westerns
"1001126,""Crime, drugs and gangsters"""
"1001126,""Violent action, guns, and crime"""
1001127,Thrillers and murder mysteries
1001127,Intense violence and sexual transgression
1001127,High speed and special ops
1001127,Suspenseful crime thrillers
1001127,Twisted dark psychological thriller
1001127,Noir and dark crime dramas
1001127,Intriguing and suspenseful murder mysteries
1001127,Explosive and action-packed heroes vs. villains
"1001128,""Terrifying, haunted, and supernatural horror"""
1001128,Graphic violence and brutal revenge
1001128,Extreme gory horror and cannibalism
"1001128,""Gory, gruesome, and slasher horror"""
"1001128,""Horror, the undead and monster classics"""
"1001128,""Monsters, aliens, sci-fi and the apocalypse"""
1001128,Intense violence and sexual transgression
1001128,Gothic and eerie haunting horror
1001129,Gothic and eerie haunting horror
"1001129,""Creepy, chilling, and terrifying horror"""
"1001129,""Gory, gruesome, and slasher horror"""
1001129,Survival horror and zombie carnage
"1001129,""Horror, the undead and monster classics"""
1001129,Thrillers and murder mysteries
1001129,Intense violence and sexual transgression
"1001129,""Terrifying, haunted, and supernatural horror"""
1001130,Song and dance
1001130,Holiday joy and heartwarming Christmas
1001130,Adorable animals and heartwarming families
1001130,Fairy-tale fantasy and enchanted magic
1001130,Kids' animated fun and adventure
1001130,Dazzling vocal performances and musicals
1001131,Gothic and eerie haunting horror
"1001131,""Gory, gruesome, and slasher horror"""
1001131,Suspenseful crime thrillers
1001131,Twisted dark psychological thriller
1001131,Intense violence and sexual transgression
1001131,Thrillers and murder mysteries
"1001131,""Horror, the undead and monster classics"""
"1001131,""Terrifying, haunted, and supernatural horror"""
1001132,Superheroes in action-packed battles with villains
1001132,Adrenaline-fueled action and fast cars
"1001132,""Fantasy adventure, heroism, and swordplay"""
1001132,High speed and special ops
1001132,Explosive and action-packed heroes vs. villains
1001132,Epic heroes
1001132,Bravery in War
1001133,Crude humor and satire
1001133,Relationship comedy
1001133,Funny jokes and crude humor
"1001133,""Gags, jokes, and slapstick humor"""
1001133,Amusing jokes and witty satire
1001133,Catchy songs and hilarious musical comedy
1001133,Laugh-out-loud relationship entanglements
1001134,Intense combat and martial arts
"1001134,""Creepy, chilling, and terrifying horror"""
1001134,Survival horror and zombie carnage
1001134,Gothic and eerie haunting horror
1001134,Bloody vampire horror
"1001134,""Horror, the undead and monster classics"""
1001134,Epic heroes
"1001134,""Monsters, aliens, sci-fi and the apocalypse"""
1001135,Air pilot heroism and survival
1001135,Explosive and action-packed heroes vs. villains
1001135,Disastrous voyages and heroic survival
1001135,Military combat and heroic soldiers
1001135,High speed and special ops
1001135,War and historical adventure
1001135,Bravery in War
1001136,Song and dance
1001136,Dazzling vocal performances and musicals
1001136,Dance rhythms and catchy tunes
1001136,Catchy songs and hilarious musical comedy
1001136,Legendary musicians and stardom
1001136,Emotional life of renowned artists
1001137,Teen school antics and laughter
1001137,Funny jokes and crude humor
1001137,Dance rhythms and catchy tunes
1001137,Dazzling vocal performances and musicals
1001137,Relationship comedy
1001137,Underdogs and coming of age
1001137,Crude humor and satire
1001137,Song and dance
1001137,Catchy songs and hilarious musical comedy
"1001138,""Gags, jokes, and slapstick humor"""
1001138,Crude humor and satire
"1001138,""Politics, propaganda, and political documentaries"""
1001138,Amusing jokes and witty satire
1001138,Funny jokes and crude humor
1001138,Western frontier dramas with a touch of humor
1001139,Kids' animated fun and adventure
1001139,Adorable animals and heartwarming families
1001139,Holiday joy and heartwarming Christmas
1001139,Fairy-tale fantasy and enchanted magic
1001139,Action-packed space and alien sagas
"1001140,""Religious faith, sin, and forgiveness"""
1001140,Bloody vampire horror
"1001140,""Terrifying, haunted, and supernatural horror"""
"1001140,""Creepy, chilling, and terrifying horror"""
"1001140,""Horror, the undead and monster classics"""
1001140,Faith and religion
1001140,Faith and spiritual journeys
1001141,Westerns
1001141,Wild west outlaws and gunfights
1001141,Western frontier dramas with a touch of humor
"1001141,""Violent action, guns, and crime"""
"1001141,""Brutal, violent prison drama"""
"1001142,""Gory, gruesome, and slasher horror"""
"1001142,""Terrifying, haunted, and supernatural horror"""
1001142,Gothic and eerie haunting horror
"1001142,""Creepy, chilling, and terrifying horror"""
1001142,Intense violence and sexual transgression
"1001142,""Horror, the undead and monster classics"""
1001142,Bloody vampire horror
1001143,High speed and special ops
1001143,Epic heroes
1001143,Adrenaline-fueled action and fast cars
1001143,Explosive and action-packed heroes vs. villains
1001143,Intense combat and martial arts
1001143,Action comedy and silly heroics
1001143,Superheroes in action-packed battles with villains
1001144,Adorable animals and heartwarming families
1001144,Touching and sentimental family stories
1001144,Inspiring sports underdog stories
1001144,Underdogs and coming of age
1001144,Underdog fighting and boxing stories
1001144,Relationship comedy
1001144,Holiday joy and heartwarming Christmas
1001145,Heartbreaking and moving family drama
1001145,Passion and romance
1001145,Charming romances and delightful chemistry
1001145,Emotional and touching family dramas
1001145,Relationship comedy
1001145,Moving relationship stories
1001145,Touching and sentimental family stories
1001146,High speed and special ops
"1001146,""Crime, drugs and gangsters"""
1001146,Adrenaline-fueled action and fast cars
"1001146,""Violent action, guns, and crime"""
1001146,Explosive and action-packed heroes vs. villains
1001146,Action comedy and silly heroics
1001146,Heists and thrilling action
1001147,Fairy-tale fantasy and enchanted magic
1001147,Erotic relationships and desire
1001147,Surreal and thought-provoking visions of life and death
1001147,Epic history and literature
1001147,Lavish dramas and sumptuous royalty
1001147,Humanity and the world around us
1001147,Captivating relationships and charming romance
1001148,Emotional teen coming-of-age stories
1001148,Heartbreaking and moving family drama
1001148,Emotional and touching family dramas
1001148,Tragic sadness and captivating beauty
1001148,Underdogs and coming of age
1001148,Moving relationship stories
1001148,Student coming-of-age challenges
1001149,High speed and special ops
1001149,Epic heroes
1001149,Adrenaline-fueled action and fast cars
1001149,Explosive and action-packed heroes vs. villains
1001149,Intense combat and martial arts
1001149,Action comedy and silly heroics
1001149,Superheroes in action-packed battles with villains
1001150,Student coming-of-age challenges
1001150,Underdog fighting and boxing stories
1001150,Teen friendship and coming-of-age
1001150,Emotional and touching family dramas
1001150,Inspiring sports underdog stories
1001150,Faith and religion
1001150,Underdogs and coming of age
1001151,Crude humor and satire
1001151,Relationship comedy
"1001151,""Gags, jokes, and slapstick humor"""
1001151,Catchy songs and hilarious musical comedy
1001151,Funny jokes and crude humor
1001151,Laugh-out-loud relationship entanglements
1001151,Amusing jokes and witty satire
1001152,Sci-fi monster and dinosaur adventures
1001152,Chilling experiments and classic monster horror
"1001152,""Creepy, chilling, and terrifying horror"""
1001152,Survival horror and zombie carnage
"1001152,""Horror, the undead and monster classics"""
"1001152,""Monsters, aliens, sci-fi and the apocalypse"""
1001152,Epic heroes
1001152,Bloody vampire horror
1001153,Touching and sentimental family stories
1001153,Emotional and captivating fantasy storytelling
1001153,Emotional and touching family dramas
1001153,Moving relationship stories
1001153,Heartbreaking and moving family drama
1001153,Tragic sadness and captivating beauty
1001153,Epic history and literature
1001154,Underdogs and coming of age
